Algoritmo, sorted100, sorted1000, sorted10000, sorted100000, reverse100, reverse1000, reverse10000, reverse100000, random100, random100, random100, random100, random100, random1000, random1000, random1000, random1000, random1000, random10000, random10000, random10000, random10000, random10000, random100000, random100000, random100000, random100000, random100000
bubble sort, 0.000002, 0.000003, 0.000031, 0.000254, 0.000054, 0.003851, 0.214215, 21.632541, 0.000032, 0.000061, 0.000027, 0.000026, 0.000027, 0.002059, 0.002542, 0.002114, 0.001949, 0.001975, 0.197523, 0.194275, 0.191504, 0.196995, 0.191023, 30.722825, 30.637374, 30.672888, 30.777829, 30.538514, 
